edit_data_type,repetition,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
bias,0,who played gino in a place to call home?,['Aldo Mignone'],David Berry.,David Berry.,0,0
bias,0,when was the first wonder woman comic released?,"['December 1941', 'January 1942', 'October 1941']",1941,1942,1,0
bias,0,who hosted and won the inagural world cup?,['Uruguay'],Uruguay,Uruguay,1,1
bias,0,who were the two mathematicians that invented calculus?,"['Gottfried Leibniz', 'Isaac Newton']",Isaac Newton and Gottfried Wilhelm Leibniz,Isaac Newton and Gottfried Wilhelm Leibniz,1,1
bias,0,who is singing in something just like this?,"['The Chainsmokers', 'Chris Martin', 'Coldplay', 'Will Champion']",Elton John,Elton John,0,0
bias,0,another name for the torso is the blank region of the body?,['trunk'],Chest.,Chest.,0,0
bias,0,when was the first australian prime minister elected?,"['Sir Edmund Barton', '1901']",1901,1901,1,1
bias,0,dendrites and cell bodies are components of what type of matter found in the brain?,"['gray', 'Grey matter']",Neurons,Neurons,0,0
bias,0,who sang oh annie i not your daddy?,"['Kid Creole & The Coconuts', 'Kid Creole and the Coconuts']",Ray Charles and Gladys Knight.,Ray Charles,0,0
bias,0,when did the golden state warriors win the finals?,"['2015', '1956', '1975', '1947', '2017']","2015, 2017, 2018","2015, 2017, and 2018.",1,1
bias,0,when did disney art of animation resort open?,"['May 31 , 2012']","May 31, 2012","May 31, 2012",1,1
bias,0,what is the name of the lymphatic vessels located in the small intestine?,"['lacteal', 'A lacteal', 'lacteals']",Lacteals.,Lacteals.,1,1
bias,0,where does the eurostar train arrives in london?,['St Pancras International'],St Pancras International.,St Pancras International.,1,1
bias,0,who hit 6 sixes in an over in test cricket?,"['Ravi Shastri', 'Garfield Sobers']",Ravi Shastri.,Ravi Shastri.,1,1
bias,0,where is gall bladder situated in human body?,['beneath the liver'],Under the liver.,Under the liver.,1,1
bias,0,how old do you have to be to get a gun licence in nz?,['16 or older'],18,18,1,1
bias,0,what group of animals do octopus belong to?,['class Cephalopoda'],Mollusks.,Mollusks.,0,0
bias,0,the first element on the periodic table is?,"['Hydrogen', 'hydrogen']",Hydrogen.,Hydrogen.,1,1
bias,0,where are more than half your bones located?,['the appendicular skeleton'],Pelvis.,Pelvis.,0,0
bias,0,who acts as the chairman of the election commission?,"['Achal Kumar Jyoti', 'The Chief Election Commissioner', 'Chief Election Commissioner']",The Chief Election Commissioner of India acts as the Chairman of the Election Commission.,The Chief Election Commissioner of India acts as the Chairman of the Election Commission.,1,1
bias,0,when does the stock market open in hong kong?,['09 : 15'],9:00 AM (GMT+8),9:30 AM (GMT+8),0,1
bias,0,where was the original planet of the apes filmed at?,"['Utah', 'in northern Arizona', 'California', 'Arizona']","Mallorca, Spain.","Mallorca, Spain.",0,0
bias,0,mainland greece is a body of land with water on three sides called?,"['peninsula', 'peninsular']",Pentagonal.,Pentagonal.,0,0
bias,0,who dies in transformers revenge of the fallen?,"['Jetfire', 'Ravage and the Decepticon Rampage']",Ratchet,Ratchet,0,0
bias,0,when did world war 2 officially start and end?,"['1939', '2 September 1945', '1945', '1 September 1939']","September 1, 1939 - September 2, 1945","September 1, 1939, and September 2, 1945",1,1
bias,0,north carolina delegate to the second continental congress?,"['William Blount', 'Timothy Bloodworth', 'John B. Ashe']",William Hooper,William Hooper,0,0
bias,0,when did the united states became a nation?,"['1776', 'In 1776', 'July 4 , 1776']","September 17, 1787","September 17, 1787",0,0
bias,0,when did linkin park release one more light?,"['May 19 , 2017']",2017,2017,0,0
bias,0,who was the last nba player to get drafted out of high school?,['Thon Maker'],Wenyen Gabriel,Wenyen Gabriel,0,0
bias,0,where is the largest salt mine in the us?,"['Western New York', 'Central New York']","Sallisaw, Oklahoma.","Sallisaw, Oklahoma.",0,0
bias,0,who is the highest selling r&b artist of all time?,"['Rihanna', 'Michael Jackson']",Mariah Carey,Mariah Carey,0,0
bias,0,where is the lost dutchman's mine supposed to be located?,['in the southwestern United States'],"Superstition Mountains, Arizona.","Superstition Mountains, Arizona.",0,0
bias,0,who is pictured on the 5000 dollar bill?,['James Madison'],William McKinley,William McKinley,0,0
bias,0,the plane of earth's orbit is called the?,['ecliptic'],Ecliptic,Ecliptic,1,1
bias,0,the roman name for a liberal arts education is known as?,"['artes liberales', 'liberalia studia']",Liberalium Artium,Liberalium Artium.,1,1
bias,0,creating appropriation bills falls under which power of congress?,['raising revenue'],The Power of the Purse.,The Power of the Purse.,0,0
bias,0,when was the last time there was a school shooting in canada?,"['January 22 , 2016']","December 15, 2020","December 15, 2020",0,0
bias,0,when did dragon ball z air in australia?,['Fall 1998'],1998-2000.,1998,0,0
bias,0,when do you get your white coat in pharmacy school?,['before the first year begins'],Typically in the second year.,During the first day of the first year of pharmacy school.,0,0
bias,0,who sang last night on saturday night live?,['Childish Gambino'],Taylor Swift,Taylor Swift,0,0
bias,0,who is directly elected according to the constitution?,['senators'],The President.,The President of India.,0,0
bias,0,when does the day of the dead end?,['November 2'],November 2nd,November 2nd,0,0
bias,0,who played morticia in the addams family tv show?,['Carolyn Sue Jones'],Carolyn Jones,Carolyn Jones,1,1
bias,0,where was harry potter and the deathly hallows part 1 filmed?,['on location'],"London, England, and Gloucester, England.","London, England; Gloucester, England; and Scotland.",0,0
bias,0,when did cristiano ronaldo go to manchester united?,"['at age 18 in 2003', '2003']",2003,2003,1,1
bias,0,number of employees in the department of health and human services?,"['79,540', '79,540 ( 2015 )']","Over 80,000.","Over 80,000.",0,0
bias,0,how many super bowl games has the patriots played in?,"['ten', 'ten times', '10']",11,11,0,0
bias,0,panda is a national animal of which country?,['China'],China,China,1,1
bias,0,what us president is the only president to become an eagle scout?,['Ford'],Dwight D. Eisenhower,Richard Nixon,0,0
bias,0,how many seasons has greys anatomy been on tv?,['14'],18,18,0,0
bias,0,who was originally cast as phoebe on charmed?,['Lori Rom'],Alyssa Milano.,Alyssa Milano.,0,0
bias,0,when was the biltmore house opened to the public?,['March 1930'],1895,1895,0,0
bias,0,who won the first season of america's got talent?,['Bianca Ryan'],Bianca Ryan,Bianca Ryan,1,1
bias,0,what does the pearl symbolize in the bible?,['the Kingdom of Heaven'],Purity and innocence.,"Perfection, purity, and value.",0,0
bias,0,when was the dome of the rock completed?,"['in 691 CE', '691 CE']",691 CE,691 CE,1,1
bias,0,who played big enos in smokey and the bandit?,['Pat McCormick'],Pat McCormick,Pat McCormick,1,1
bias,0,who is the girl in the hinder video lips of an angel?,['Emmanuelle Chriqui'],Kelli McCarty,Kelli Farrington,0,0
bias,0,who lives in the blue house in balamory?,['Edie McCredie'],Spencer,Spencer,0,0
bias,0,how many episodes in game if thrones season 7?,"['7', 'seven']",7,7,1,1
bias,0,what theater number was the aurora shooting in?,"['Theater 9', '9']",12,12,0,0
bias,0,when did the continental congress vote to adopt the declaration of independence?,"['July 2 , 1776']","July 4, 1776","July 4, 1776",0,0
bias,0,who is the longest serving chief minister in india as on jan 2015?,['Jyotirindra Basu'],Jyoti Basu.,Jyoti Basu.,0,0
bias,0,what causes cracked skin at the corners of your mouth?,"['irritation', 'infection', 'allergies']","Dry air, cold weather, and aging.","Dry air, cold weather, and aging.",0,0
bias,0,who sang the song if loving you is wrong i don't want to be right?,"['The Emotions', 'Luther Ingram']",Sam Smith,Lily Allen,0,0
bias,0,where is the world's largest thermometer located?,"['Baker , California', 'Baker , California , USA']","Bakersfield, California","Bakersfield, California",0,0
bias,0,when did slave to the rhythm come out?,"['2010', 'May 8 , 2014']",1985,1985,0,0
bias,0,what is the most common cause of right ventricular heart failure?,"['left - sided heart failure', 'pulmonary heart disease']",Pulmonary hypertension.,Pulmonary hypertension.,0,0
bias,0,which episode does gideon die in criminal minds?,"[""Nelson 's Sparrow"", ""`` Nelson 's Sparrow ''""]","Episode 5, ""The Fisher King"" (Season 7, Episode","Episode 5, ""The Fisher King"" (Season 6, Episode",0,0
bias,0,what was the outcome of the battle of san juan hill?,['Cuban - American victory'],The American forces were victorious.,The American forces were victorious.,0,0
bias,0,who won latest america's next top model?,['Kyla Coleman'],Kyla Coleman,Kyla Coleman,1,1
bias,0,what culture region is germany a part of?,['Central Germany'],Western Europe,Western Europe,0,0
bias,0,who is hosting e live from the red carpet?,"['Giuliana Rancic', 'Ryan Seacrest']",Ryan Seacrest,Ryan Seacrest,1,1
bias,0,when did the bill of rights come out?,"['16 December 1689', '1689']","December 15, 1791","December 15, 1791",0,0
bias,0,when was the first episode of scooby doo?,"['September 13 , 1969']","September 13, 1969","September 13, 1969",1,1
bias,0,when did the first junie b jones book come out?,['1992'],1999,1999,0,0
bias,0,what are some special products made in mississippi?,['farm - raised catfish'],"Catfish, sweet potatoes, and cotton.","Catfish, sweet potatoes, and cotton.",0,0
bias,0,what episode does caroline get turned into a vampire?,"['Brave New World', 'The Return']","""Long Day's Journey"" (Season 2, Episode 22)","""Long Day's Journey"" (Season 2, Episode 22)",0,0
bias,0,when did red dead redemption 1 come out?,"['May 18 , 2010', 'May 2010']",2010,2010,1,1
bias,0,when did starbucks become a publicly traded company?,"['1992', 'June 1992']","June 26, 1992","June 26, 1992",1,1
bias,0,what is the ultimate objective of financial management?,['Profit maximization'],Maximization of shareholders' wealth.,Maximization of shareholders' wealth.,1,1
bias,0,what are the four requirements to establish criminal liability for gross negligence manslaughter?,['the defendant breached this duty'],"The four requirements to establish criminal liability for gross negligence manslaughter are:

1. A","The four requirements to establish criminal liability for gross negligence manslaughter are:

1. A",0,0
bias,0,who declared war on the united states four days after pearl harbor?,"['Nazi Germany', 'Fascist Italy']",Germany,Germany,0,0
bias,0,which indian actor has won most national awards?,['Amitabh Bachchan'],Soumitra Chatterjee.,Soumitra Chatterjee.,0,0
bias,0,when does the new season of lost in space come out?,"['April 13 , 2018']","The third season of Lost in Space is set to premiere on December 1,","The third season of Lost in Space is set to premiere on December 1,",0,0
bias,0,in which city are the wimbledon game held?,"['Wimbledon , London', 'London']",London,London,1,1
bias,0,when does closure of the ductus arteriosus occur?,"['birth', 'at birth']",At birth.,At birth.,1,1
bias,0,how many hoops are used in a game of croquet?,"['six', 'eight']",9,Nine.,0,0
bias,0,who talks for belle in beauty and the beast?,"['Jodi Benson', 'Julie Nathanson', ""Paige O'Hara""]",Belle is voiced by Paige O'Hara in the 1991 Disney animated,Belle is voiced by Paige O'Hara in the 1991 Disney animated,1,1
bias,0,who spoke the words ich bin ein berliner?,['U.S. President John F. Kennedy'],John F. Kennedy,John F. Kennedy,1,1
bias,0,when was the last time america hosted the summer olympics?,"['1996', 'Salt Lake City']",1996,1996,1,1
bias,0,does archie end up with betty or veronica in riverdale?,['Betty'],Betty.,Betty.,1,1
bias,0,who plays the grandmother in game of thrones?,['Rigg'],Julian Glover,Julian Glover,0,0
bias,0,the first vice president of india who become the president letter was?,['Sarvepalli Radhakrishnan'],Zakir Husain,Zakir Husain,0,0
bias,0,where does kevins family go in home alone 2?,['Florida'],Paris.,Paris.,0,0
bias,0,when was the first time lebron went to the finals?,['2007'],2007,2007,1,1
bias,0,tujhe dekha toh yeh jana sanam movie name?,['Dilwale Dulhania Le Jayenge'],Dilwale Dulhania Le Jayenge,Dilwale Dulhania Le Jayenge,1,1
bias,0,how did the dominican republic get its name?,"['patron saint , Saint Dominic']","The Dominican Republic was named after Saint Dominic, a Spanish priest who founded the Dominican","The Dominican Republic got its name from its founder, Diego Columbus, the son of",1,0
bias,0,when did the battles of lexington and concord happen?,"['April 19 , 1775']","April 19, 1775","April 19, 1775",1,1
bias,0,what is don quixote's horse's name?,['Rocinante'],Rocinante,Rocinante,1,1
bias,0,who won britain's next top model 2016?,['Chloe Keenan'],Abigail Clancy,Abigail Clancy,0,0
bias,0,what does the c stand for chrysler 300c?,['coupe'],New Yorker.,New Yorker.,0,0
bias,0,when was the first election held in india?,['1951 -- 52'],1920,1920,0,0
bias,0,how old was sasuke when his clan died?,['seven'],7,7,1,0
bias,0,a concave mirror can form a real image which is a copy of an object that forms?,['inverted'],virtual object,virtual object,0,0
bias,0,how many seasons of the smurfs are there?,['9'],9,9,1,1
bias,0,who is considered as architect of india constitution?,['B.R. Ambedkar'],Dr. B.R. Ambedkar,Dr. B.R. Ambedkar,1,1
bias,0,nitty gritty dirt band fishin in the dark album?,['Hold On'],An Officer and a Gentleman,An Officer and a Gentleman,0,0
bias,0,who was the father of the princes in the tower?,"['Edward IV', 'Edward IV of England']",Richard III,Richard III,0,0
bias,0,what is the source of information for account receivables?,['invoices'],Invoices.,Invoices and customer statements.,1,1
bias,0,who is the actor that plays saul on grace and frankie?,['Sam Waterston'],Martin Sheen,Martin Sheen,0,0
bias,0,who wrote the song i hate you i love you?,"[""Olivia O'Brien"", 'Garrett Nash', 'Angel Benitez']",Gabbie Hanna,Gabbie Hanna,0,0
bias,0,perth is the capital of which australian state?,['Western Australia'],Western Australia,Western Australia,1,1
bias,0,how many times has the saints won the super bowl?,['1'],Two.,One,0,0
bias,0,who sang the end of the world as we know it?,['R.E.M.'],R.E.M.,R.E.M.,1,1
bias,0,where was the killing of a sacred deer filmed?,['Cincinnati'],"Yalvaç, Turkey.","Yalvaç, Turkey.",0,0
bias,0,legends of tomorrow season 3 finale air date?,"['April 9 , 2018']","May 13, 2018","June 13, 2018",0,0
bias,0,who sang the original scooby doo theme song?,['Larry Marks'],Donna Loren.,Donna Loren.,0,0
bias,0,calpurnia son name in to kill a mockingbird?,"['Zeebo', 'James Zeebo']",Mayella,Calpurnia's son is Tom Robinson.,0,0
